SEASON,HOME_TEAM_GOAL,AWAY_TEAM_GOAL,LEAGUE_NAME,MATCH_API_ID
2008/2009,2,0,Germany 1. Bundesliga,499572
2008/2009,3,2,Germany 1. Bundesliga,499573
2008/2009,2,0,Germany 1. Bundesliga,499574
2008/2009,2,1,Germany 1. Bundesliga,499575
2008/2009,1,1,Germany 1. Bundesliga,499576
2008/2009,0,1,Germany 1. Bundesliga,499577
2008/2009,4,1,Germany 1. Bundesliga,499335
2008/2009,5,2,Germany 1. Bundesliga,499336
2008/2009,2,0,Germany 1. Bundesliga,499337
2008/2009,1,0,Germany 1. Bundesliga,499338
2008/2009,2,2,Germany 1. Bundesliga,499339
2008/2009,2,4,Germany 1. Bundesliga,499340
2008/2009,0,1,Germany 1. Bundesliga,499341
2008/2009,3,2,Germany 1. Bundesliga,499342
2008/2009,0,2,Germany 1. Bundesliga,499343
2008/2009,2,1,Germany 1. Bundesliga,499578
2008/2009,1,1,Germany 1. Bundesliga,499579
2008/2009,1,2,Germany 1. Bundesliga,499580
2008/2009,4,0,Germany 1. Bundesliga,499581
2008/2009,0,2,Germany 1. Bundesliga,499582
2008/2009,2,2,Germany 1. Bundesliga,499583
2008/2009,1,0,Germany 1. Bundesliga,499584
2008/2009,0,2,Germany 1. Bundesliga,499585
2008/2009,0,0,Germany 1. Bundesliga,499586
2008/2009,2,2,Germany 1. Bundesliga,499587
2008/2009,4,0,Germany 1. Bundesliga,499588
2008/2009,4,1,Germany 1. Bundesliga,499589
2008/2009,2,0,Germany 1. Bundesliga,499590
2008/2009,2,0,Germany 1. Bundesliga,499591
2008/2009,1,3,Germany 1. Bundesliga,499592
2008/2009,1,1,Germany 1. Bundesliga,499593
2008/2009,1,0,Germany 1. Bundesliga,499594
2008/2009,2,0,Germany 1. Bundesliga,499595
2008/2009,3,0,Germany 1. Bundesliga,499596
2008/2009,3,1,Germany 1. Bundesliga,499597
2008/2009,1,2,Germany 1. Bundesliga,499598
2008/2009,3,0,Germany 1. Bundesliga,499599
2008/2009,0,5,Germany 1. Bundesliga,499600
2008/2009,0,2,Germany 1. Bundesliga,499601
2008/2009,1,2,Germany 1. Bundesliga,499602
2008/2009,0,1,Germany 1. Bundesliga,499603
2008/2009,2,3,Germany 1. Bundesliga,499604
2008/2009,5,0,Germany 1. Bundesliga,499605
2008/2009,0,1,Germany 1. Bundesliga,499606
2008/2009,6,0,Germany 1. Bundesliga,499607
2008/2009,2,0,Germany 1. Bundesliga,499608
2008/2009,1,3,Germany 1. Bundesliga,499609
2008/2009,0,0,Germany 1. Bundesliga,499610
2008/2009,2,0,Germany 1. Bundesliga,499611
2008/2009,0,5,Germany 1. Bundesliga,499612
2008/2009,2,2,Germany 1. Bundesliga,499613
2008/2009,2,1,Germany 1. Bundesliga,499614
2008/2009,2,3,Germany 1. Bundesliga,499615
2008/2009,5,1,Germany 1. Bundesliga,499616
2008/2009,2,3,Germany 1. Bundesliga,499617
2008/2009,2,2,Germany 1. Bundesliga,499618
2008/2009,1,1,Germany 1. Bundesliga,499619
2008/2009,3,0,Germany 1. Bundesliga,499620
2008/2009,1,1,Germany 1. Bundesliga,499621
2008/2009,4,0,Germany 1. Bundesliga,499622
2008/2009,3,2,Germany 1. Bundesliga,499344
2008/2009,3,3,Germany 1. Bundesliga,499345
2008/2009,3,0,Germany 1. Bundesliga,499346
2008/2009,2,2,Germany 1. Bundesliga,499347
2008/2009,2,1,Germany 1. Bundesliga,499348
2008/2009,0,3,Germany 1. Bundesliga,499349
2008/2009,2,0,Germany 1. Bundesliga,499350
2008/2009,5,1,Germany 1. Bundesliga,499351
2008/2009,0,0,Germany 1. Bundesliga,499352
2008/2009,2,5,Germany 1. Bundesliga,499353
2008/2009,4,0,Germany 1. Bundesliga,499354
2008/2009,3,1,Germany 1. Bundesliga,499355
2008/2009,1,0,Germany 1. Bundesliga,499356
2008/2009,3,0,Germany 1. Bundesliga,499357
2008/2009,2,0,Germany 1. Bundesliga,499358
2008/2009,1,1,Germany 1. Bundesliga,499359
2008/2009,0,1,Germany 1. Bundesliga,499360
2008/2009,4,1,Germany 1. Bundesliga,499361
2008/2009,1,0,Germany 1. Bundesliga,499362
2008/2009,3,0,Germany 1. Bundesliga,499363
2008/2009,5,4,Germany 1. Bundesliga,499364
2008/2009,0,1,Germany 1. Bundesliga,499365
2008/2009,1,1,Germany 1. Bundesliga,499366
2008/2009,1,0,Germany 1. Bundesliga,499367
2008/2009,2,3,Germany 1. Bundesliga,499368
2008/2009,1,0,Germany 1. Bundesliga,499369
2008/2009,2,1,Germany 1. Bundesliga,499370
2008/2009,3,3,Germany 1. Bundesliga,499371
2008/2009,0,1,Germany 1. Bundesliga,499372
2008/2009,1,1,Germany 1. Bundesliga,499373
2008/2009,4,1,Germany 1. Bundesliga,499374
2008/2009,2,2,Germany 1. Bundesliga,499375
2008/2009,1,2,Germany 1. Bundesliga,499376
2008/2009,1,2,Germany 1. Bundesliga,499377
2008/2009,1,2,Germany 1. Bundesliga,499378
2008/2009,2,1,Germany 1. Bundesliga,499379
2008/2009,1,1,Germany 1. Bundesliga,499380
2008/2009,3,3,Germany 1. Bundesliga,499381
2008/2009,2,1,Germany 1. Bundesliga,499382
2008/2009,4,1,Germany 1. Bundesliga,499383
2008/2009,0,2,Germany 1. Bundesliga,499384
2008/2009,1,0,Germany 1. Bundesliga,499385
2008/2009,2,2,Germany 1. Bundesliga,499386
2008/2009,2,5,Germany 1. Bundesliga,499387
2008/2009,0,1,Germany 1. Bundesliga,499388
2008/2009,4,2,Germany 1. Bundesliga,499389
2008/2009,2,0,Germany 1. Bundesliga,499390
2008/2009,1,1,Germany 1. Bundesliga,499391
2008/2009,2,0,Germany 1. Bundesliga,499392
2008/2009,0,0,Germany 1. Bundesliga,499393
2008/2009,2,3,Germany 1. Bundesliga,499394
2008/2009,1,1,Germany 1. Bundesliga,499395
2008/2009,1,0,Germany 1. Bundesliga,499396
2008/2009,3,0,Germany 1. Bundesliga,499397
2009/2010,2,0,Germany 1. Bundesliga,674260
2009/2010,1,0,Germany 1. Bundesliga,674264
2009/2010,2,3,Germany 1. Bundesliga,674265
2009/2010,1,0,Germany 1. Bundesliga,674266
2009/2010,1,1,Germany 1. Bundesliga,674267
2009/2010,1,2,Germany 1. Bundesliga,674268
2009/2010,3,3,Germany 1. Bundesliga,674269
2009/2010,2,2,Germany 1. Bundesliga,674270
2009/2010,1,1,Germany 1. Bundesliga,674271
2009/2010,2,1,Germany 1. Bundesliga,674347
2009/2010,1,1,Germany 1. Bundesliga,674348
2009/2010,0,0,Germany 1. Bundesliga,674349
2009/2010,3,3,Germany 1. Bundesliga,674350
2009/2010,1,4,Germany 1. Bundesliga,674351
2009/2010,1,0,Germany 1. Bundesliga,674352
2009/2010,3,0,Germany 1. Bundesliga,674353
2009/2010,0,0,Germany 1. Bundesliga,674354
2009/2010,3,0,Germany 1. Bundesliga,674355
2009/2010,2,3,Germany 1. Bundesliga,674356
2009/2010,2,0,Germany 1. Bundesliga,674357
2009/2010,0,0,Germany 1. Bundesliga,674358
2009/2010,2,2,Germany 1. Bundesliga,674359
2009/2010,3,3,Germany 1. Bundesliga,674360
2009/2010,0,1,Germany 1. Bundesliga,674361
2009/2010,2,1,Germany 1. Bundesliga,674362
2009/2010,0,1,Germany 1. Bundesliga,674363
2009/2010,2,2,Germany 1. Bundesliga,674364
2009/2010,1,1,Germany 1. Bundesliga,674365
2009/2010,4,0,Germany 1. Bundesliga,674366
2009/2010,1,1,Germany 1. Bundesliga,674367
2009/2010,0,1,Germany 1. Bundesliga,674368
2009/2010,1,2,Germany 1. Bundesliga,674369
2009/2010,2,2,Germany 1. Bundesliga,674370
2009/2010,1,0,Germany 1. Bundesliga,674371
2009/2010,0,0,Germany 1. Bundesliga,674372
2009/2010,1,2,Germany 1. Bundesliga,674373
2009/2010,1,1,Germany 1. Bundesliga,674374
2009/2010,0,1,Germany 1. Bundesliga,674375
2009/2010,0,0,Germany 1. Bundesliga,674376
2009/2010,1,1,Germany 1. Bundesliga,674377
2009/2010,2,0,Germany 1. Bundesliga,674378
2009/2010,2,3,Germany 1. Bundesliga,674379
2009/2010,0,6,Germany 1. Bundesliga,674380
2009/2010,1,2,Germany 1. Bundesliga,674381
2009/2010,0,4,Germany 1. Bundesliga,674382
2009/2010,4,0,Germany 1. Bundesliga,674383
2009/2010,2,2,Germany 1. Bundesliga,674384
2009/2010,1,3,Germany 1. Bundesliga,674385
2009/2010,0,1,Germany 1. Bundesliga,674386
2009/2010,0,0,Germany 1. Bundesliga,674390
2009/2010,0,3,Germany 1. Bundesliga,674391
2009/2010,1,1,Germany 1. Bundesliga,674392
2009/2010,1,0,Germany 1. Bundesliga,674393
2009/2010,1,2,Germany 1. Bundesliga,674394
2009/2010,2,1,Germany 1. Bundesliga,674395
2009/2010,0,0,Germany 1. Bundesliga,674396
2009/2010,4,0,Germany 1. Bundesliga,674397
2009/2010,1,1,Germany 1. Bundesliga,674398
2009/2010,2,0,Germany 1. Bundesliga,674399
2009/2010,2,2,Germany 1. Bundesliga,674400
2009/2010,2,0,Germany 1. Bundesliga,674401
2009/2010,0,0,Germany 1. Bundesliga,674402
2009/2010,0,0,Germany 1. Bundesliga,674403
2009/2010,0,2,Germany 1. Bundesliga,674404
2009/2010,2,2,Germany 1. Bundesliga,674405
2009/2010,1,3,Germany 1. Bundesliga,674406
2009/2010,0,0,Germany 1. Bundesliga,674407
2009/2010,0,4,Germany 1. Bundesliga,674408
2009/2010,1,5,Germany 1. Bundesliga,674409
2009/2010,1,1,Germany 1. Bundesliga,674410
2009/2010,5,3,Germany 1. Bundesliga,674411
2009/2010,1,1,Germany 1. Bundesliga,674412
2009/2010,5,2,Germany 1. Bundesliga,674413
2009/2010,3,2,Germany 1. Bundesliga,674414
2009/2010,2,1,Germany 1. Bundesliga,674415
2009/2010,1,0,Germany 1. Bundesliga,674416
2009/2010,3,1,Germany 1. Bundesliga,674417
2009/2010,1,0,Germany 1. Bundesliga,674418
2009/2010,2,2,Germany 1. Bundesliga,674419
2009/2010,3,0,Germany 1. Bundesliga,674420
2009/2010,2,3,Germany 1. Bundesliga,674421
2009/2010,2,0,Germany 1. Bundesliga,674422
2009/2010,4,2,Germany 1. Bundesliga,674423
2009/2010,2,0,Germany 1. Bundesliga,674424
2009/2010,3,1,Germany 1. Bundesliga,674425
2009/2010,1,0,Germany 1. Bundesliga,674426
2009/2010,1,0,Germany 1. Bundesliga,674427
2009/2010,2,3,Germany 1. Bundesliga,674428
2009/2010,0,3,Germany 1. Bundesliga,674429
2009/2010,1,2,Germany 1. Bundesliga,674430
2009/2010,1,0,Germany 1. Bundesliga,674431
2009/2010,2,3,Germany 1. Bundesliga,674432
2009/2010,0,0,Germany 1. Bundesliga,674433
2009/2010,2,3,Germany 1. Bundesliga,674434
2009/2010,0,1,Germany 1. Bundesliga,674435
2009/2010,1,1,Germany 1. Bundesliga,674436
2009/2010,2,2,Germany 1. Bundesliga,674437
2009/2010,1,0,Germany 1. Bundesliga,674438
2009/2010,0,3,Germany 1. Bundesliga,674439
2009/2010,1,1,Germany 1. Bundesliga,674272
2009/2010,1,0,Germany 1. Bundesliga,674273
2009/2010,4,1,Germany 1. Bundesliga,674274
2009/2010,4,2,Germany 1. Bundesliga,674275
2009/2010,3,0,Germany 1. Bundesliga,674276
2009/2010,1,1,Germany 1. Bundesliga,674277
2009/2010,1,3,Germany 1. Bundesliga,674278
2009/2010,1,1,Germany 1. Bundesliga,674279
2009/2010,2,1,Germany 1. Bundesliga,674280
2009/2010,3,0,Germany 1. Bundesliga,674440
2009/2010,3,1,Germany 1. Bundesliga,674441
2009/2010,1,1,Germany 1. Bundesliga,674442
2009/2010,4,1,Germany 1. Bundesliga,674443
2009/2010,0,0,Germany 1. Bundesliga,674444
2009/2010,2,0,Germany 1. Bundesliga,674445
2009/2010,1,2,Germany 1. Bundesliga,674446
2009/2010,1,3,Germany 1. Bundesliga,674447
2009/2010,4,3,Germany 1. Bundesliga,674448
2009/2010,2,3,Germany 1. Bundesliga,674449
2009/2010,2,1,Germany 1. Bundesliga,674453
2009/2010,1,3,Germany 1. Bundesliga,674454
2009/2010,0,0,Germany 1. Bundesliga,674455
2009/2010,3,3,Germany 1. Bundesliga,674456
2009/2010,1,2,Germany 1. Bundesliga,674457
2009/2010,1,1,Germany 1. Bundesliga,674458
2009/2010,1,0,Germany 1. Bundesliga,674459
2009/2010,2,1,Germany 1. Bundesliga,674460
2009/2010,3,1,Germany 1. Bundesliga,674461
2009/2010,2,1,Germany 1. Bundesliga,674462
2009/2010,1,3,Germany 1. Bundesliga,674463
2009/2010,1,1,Germany 1. Bundesliga,674464
2009/2010,2,0,Germany 1. Bundesliga,674465
2009/2010,2,1,Germany 1. Bundesliga,674466
2009/2010,2,1,Germany 1. Bundesliga,674467
2009/2010,1,5,Germany 1. Bundesliga,674468
2009/2010,2,1,Germany 1. Bundesliga,674469
2009/2010,0,0,Germany 1. Bundesliga,674470
2009/2010,4,1,Germany 1. Bundesliga,674471
2009/2010,2,2,Germany 1. Bundesliga,674472
2009/2010,2,1,Germany 1. Bundesliga,674473
2009/2010,0,3,Germany 1. Bundesliga,674474
2009/2010,1,5,Germany 1. Bundesliga,674475
2009/2010,1,1,Germany 1. Bundesliga,674476
2009/2010,0,0,Germany 1. Bundesliga,674477
2009/2010,2,2,Germany 1. Bundesliga,674478
2009/2010,1,0,Germany 1. Bundesliga,674479
2009/2010,0,0,Germany 1. Bundesliga,674480
2009/2010,2,1,Germany 1. Bundesliga,674481
2009/2010,0,2,Germany 1. Bundesliga,674482
2009/2010,2,1,Germany 1. Bundesliga,674483
2009/2010,0,0,Germany 1. Bundesliga,674484
2009/2010,0,1,Germany 1. Bundesliga,674485
2009/2010,1,2,Germany 1. Bundesliga,674486
2009/2010,1,1,Germany 1. Bundesliga,674487
2009/2010,1,0,Germany 1. Bundesliga,674488
2009/2010,3,0,Germany 1. Bundesliga,674489
2009/2010,2,2,Germany 1. Bundesliga,674490
2009/2010,4,1,Germany 1. Bundesliga,674491
2009/2010,1,2,Germany 1. Bundesliga,674492
2009/2010,1,4,Germany 1. Bundesliga,674493
2009/2010,1,1,Germany 1. Bundesliga,674494
2009/2010,3,2,Germany 1. Bundesliga,674495
2009/2010,0,1,Germany 1. Bundesliga,674496
2009/2010,2,1,Germany 1. Bundesliga,674497
2009/2010,4,2,Germany 1. Bundesliga,674498
2009/2010,1,2,Germany 1. Bundesliga,674499
2009/2010,2,1,Germany 1. Bundesliga,674500
2009/2010,1,4,Germany 1. Bundesliga,674501
2009/2010,2,1,Germany 1. Bundesliga,674502
2009/2010,1,0,Germany 1. Bundesliga,674503
2009/2010,0,4,Germany 1. Bundesliga,674504
2009/2010,0,1,Germany 1. Bundesliga,674505
2009/2010,2,2,Germany 1. Bundesliga,674506
2009/2010,3,0,Germany 1. Bundesliga,674507
2009/2010,2,0,Germany 1. Bundesliga,674508
2009/2010,3,2,Germany 1. Bundesliga,674509
2009/2010,1,5,Germany 1. Bundesliga,674510
2009/2010,1,0,Germany 1. Bundesliga,674511
2009/2010,2,1,Germany 1. Bundesliga,674512
2009/2010,1,1,Germany 1. Bundesliga,674516
2009/2010,0,0,Germany 1. Bundesliga,674517
2009/2010,1,2,Germany 1. Bundesliga,674518
2009/2010,0,2,Germany 1. Bundesliga,674519
2009/2010,4,2,Germany 1. Bundesliga,674520
2009/2010,0,0,Germany 1. Bundesliga,674521
2009/2010,1,2,Germany 1. Bundesliga,674522
2009/2010,1,4,Germany 1. Bundesliga,674523
2009/2010,0,2,Germany 1. Bundesliga,674524
2009/2010,1,0,Germany 1. Bundesliga,674525
2009/2010,1,1,Germany 1. Bundesliga,674526
2009/2010,0,0,Germany 1. Bundesliga,674527
2009/2010,2,1,Germany 1. Bundesliga,674528
2009/2010,2,1,Germany 1. Bundesliga,674529
2009/2010,1,2,Germany 1. Bundesliga,674530
2009/2010,4,0,Germany 1. Bundesliga,674531
2009/2010,1,1,Germany 1. Bundesliga,674532
2009/2010,3,2,Germany 1. Bundesliga,674533
2009/2010,0,3,Germany 1. Bundesliga,674534
2009/2010,2,0,Germany 1. Bundesliga,674535
2009/2010,1,1,Germany 1. Bundesliga,674281
2009/2010,3,0,Germany 1. Bundesliga,674282
2009/2010,2,4,Germany 1. Bundesliga,674283
2009/2010,0,5,Germany 1. Bundesliga,674284
2009/2010,0,0,Germany 1. Bundesliga,674285
2009/2010,0,2,Germany 1. Bundesliga,674286
2009/2010,1,0,Germany 1. Bundesliga,674287
2009/2010,2,1,Germany 1. Bundesliga,674288
2009/2010,0,0,Germany 1. Bundesliga,674289
2009/2010,1,1,Germany 1. Bundesliga,674536
2009/2010,4,0,Germany 1. Bundesliga,674537
2009/2010,0,1,Germany 1. Bundesliga,674538
2009/2010,0,2,Germany 1. Bundesliga,674539
2009/2010,1,2,Germany 1. Bundesliga,674540
2009/2010,4,2,Germany 1. Bundesliga,674541
2009/2010,1,0,Germany 1. Bundesliga,674542
2009/2010,2,0,Germany 1. Bundesliga,674543
2009/2010,0,2,Germany 1. Bundesliga,674544
2009/2010,7,0,Germany 1. Bundesliga,674545
2009/2010,0,1,Germany 1. Bundesliga,674546
2009/2010,1,1,Germany 1. Bundesliga,674547
2009/2010,2,1,Germany 1. Bundesliga,674548
2009/2010,3,1,Germany 1. Bundesliga,674549
2009/2010,2,4,Germany 1. Bundesliga,674550
2009/2010,2,1,Germany 1. Bundesliga,674551
2009/2010,2,2,Germany 1. Bundesliga,674552
2009/2010,2,0,Germany 1. Bundesliga,674553
2009/2010,3,0,Germany 1. Bundesliga,674554
2009/2010,1,0,Germany 1. Bundesliga,674555
2009/2010,0,1,Germany 1. Bundesliga,674556
2009/2010,1,0,Germany 1. Bundesliga,674557
2009/2010,2,3,Germany 1. Bundesliga,674558
2009/2010,0,2,Germany 1. Bundesliga,674559
2009/2010,3,3,Germany 1. Bundesliga,674560
2009/2010,1,1,Germany 1. Bundesliga,674561
2009/2010,5,1,Germany 1. Bundesliga,674562
2009/2010,3,1,Germany 1. Bundesliga,674563
2009/2010,1,1,Germany 1. Bundesliga,674564
2009/2010,4,0,Germany 1. Bundesliga,674565
2009/2010,1,1,Germany 1. Bundesliga,674566
2009/2010,2,2,Germany 1. Bundesliga,674567
2009/2010,0,2,Germany 1. Bundesliga,674568
2009/2010,1,2,Germany 1. Bundesliga,674569
2009/2010,2,2,Germany 1. Bundesliga,674570
2009/2010,6,1,Germany 1. Bundesliga,674571
2009/2010,1,1,Germany 1. Bundesliga,674572
2009/2010,1,3,Germany 1. Bundesliga,674573
2009/2010,3,1,Germany 1. Bundesliga,674574
2009/2010,3,1,Germany 1. Bundesliga,674575
2009/2010,1,0,Germany 1. Bundesliga,674580
2009/2010,0,3,Germany 1. Bundesliga,674581
2009/2010,0,0,Germany 1. Bundesliga,674582
2009/2010,1,1,Germany 1. Bundesliga,674583
2009/2010,1,1,Germany 1. Bundesliga,674584
2009/2010,3,0,Germany 1. Bundesliga,674290
2009/2010,2,1,Germany 1. Bundesliga,674291
2009/2010,3,1,Germany 1. Bundesliga,674292
2009/2010,0,0,Germany 1. Bundesliga,674293
2009/2010,2,3,Germany 1. Bundesliga,674294
2009/2010,0,1,Germany 1. Bundesliga,674295
2009/2010,1,1,Germany 1. Bundesliga,674296
2009/2010,0,1,Germany 1. Bundesliga,674297
2009/2010,2,0,Germany 1. Bundesliga,674298
2009/2010,3,1,Germany 1. Bundesliga,674299
2009/2010,1,5,Germany 1. Bundesliga,674300
2009/2010,0,0,Germany 1. Bundesliga,674301
2009/2010,2,3,Germany 1. Bundesliga,674302
2009/2010,0,2,Germany 1. Bundesliga,674303
2009/2010,1,2,Germany 1. Bundesliga,674304
2009/2010,1,0,Germany 1. Bundesliga,674305
2009/2010,2,1,Germany 1. Bundesliga,674306
2009/2010,3,0,Germany 1. Bundesliga,674307
2009/2010,2,1,Germany 1. Bundesliga,674308
2009/2010,0,0,Germany 1. Bundesliga,674309
2009/2010,0,2,Germany 1. Bundesliga,674310
2009/2010,0,4,Germany 1. Bundesliga,674311
2009/2010,1,2,Germany 1. Bundesliga,674312
2009/2010,1,1,Germany 1. Bundesliga,674313
2009/2010,2,3,Germany 1. Bundesliga,674314
2009/2010,1,1,Germany 1. Bundesliga,674315
2009/2010,2,4,Germany 1. Bundesliga,674316
2009/2010,1,0,Germany 1. Bundesliga,674317
2009/2010,0,1,Germany 1. Bundesliga,674318
2009/2010,3,0,Germany 1. Bundesliga,674319
2009/2010,4,2,Germany 1. Bundesliga,674320
2009/2010,3,0,Germany 1. Bundesliga,674321
2009/2010,0,3,Germany 1. Bundesliga,674322
2009/2010,0,1,Germany 1. Bundesliga,674323
2009/2010,0,1,Germany 1. Bundesliga,674327
2009/2010,5,1,Germany 1. Bundesliga,674328
2009/2010,0,0,Germany 1. Bundesliga,674329
2009/2010,4,0,Germany 1. Bundesliga,674330
2009/2010,0,2,Germany 1. Bundesliga,674331
2009/2010,1,3,Germany 1. Bundesliga,674332
2009/2010,2,0,Germany 1. Bundesliga,674333
2009/2010,1,1,Germany 1. Bundesliga,674334
2009/2010,5,2,Germany 1. Bundesliga,674335
2009/2010,2,1,Germany 1. Bundesliga,674336
2009/2010,0,1,Germany 1. Bundesliga,674337
2009/2010,0,0,Germany 1. Bundesliga,674338
2009/2010,2,0,Germany 1. Bundesliga,674339
2009/2010,1,2,Germany 1. Bundesliga,674340
2009/2010,2,0,Germany 1. Bundesliga,674341
2009/2010,2,1,Germany 1. Bundesliga,674342
2009/2010,1,2,Germany 1. Bundesliga,674343
2009/2010,2,1,Germany 1. Bundesliga,674344
2009/2010,1,0,Germany 1. Bundesliga,674345
2009/2010,3,0,Germany 1. Bundesliga,674346
2010/2011,2,1,Germany 1. Bundesliga,856874
2010/2011,4,1,Germany 1. Bundesliga,856875
2010/2011,1,1,Germany 1. Bundesliga,856876
2010/2011,1,3,Germany 1. Bundesliga,856877
2010/2011,1,3,Germany 1. Bundesliga,856878
2010/2011,2,1,Germany 1. Bundesliga,856879
2010/2011,2,1,Germany 1. Bundesliga,856880
2010/2011,2,0,Germany 1. Bundesliga,856881
2010/2011,0,2,Germany 1. Bundesliga,856882
2010/2011,4,2,Germany 1. Bundesliga,856955
2010/2011,0,1,Germany 1. Bundesliga,856956
2010/2011,2,3,Germany 1. Bundesliga,856957
2010/2011,2,0,Germany 1. Bundesliga,856958
2010/2011,0,2,Germany 1. Bundesliga,856959
2010/2011,4,0,Germany 1. Bundesliga,856960
2010/2011,3,2,Germany 1. Bundesliga,856961
2010/2011,3,0,Germany 1. Bundesliga,856962
2010/2011,1,3,Germany 1. Bundesliga,856963
2010/2011,3,0,Germany 1. Bundesliga,856965
2010/2011,3,1,Germany 1. Bundesliga,856966
2010/2011,6,0,Germany 1. Bundesliga,856968
2010/2011,2,1,Germany 1. Bundesliga,856969
2010/2011,3,1,Germany 1. Bundesliga,856971
2010/2011,3,3,Germany 1. Bundesliga,856972
2010/2011,1,0,Germany 1. Bundesliga,856974
2010/2011,0,4,Germany 1. Bundesliga,856975
2010/2011,3,1,Germany 1. Bundesliga,856976
2010/2011,3,0,Germany 1. Bundesliga,856980
2010/2011,0,0,Germany 1. Bundesliga,856981
2010/2011,2,0,Germany 1. Bundesliga,856983
2010/2011,2,2,Germany 1. Bundesliga,856985
2010/2011,0,1,Germany 1. Bundesliga,856986
2010/2011,0,1,Germany 1. Bundesliga,856987
2010/2011,0,4,Germany 1. Bundesliga,856988
2010/2011,3,3,Germany 1. Bundesliga,856989
2010/2011,0,1,Germany 1. Bundesliga,856990
2010/2011,4,0,Germany 1. Bundesliga,856991
2010/2011,1,1,Germany 1. Bundesliga,856992
2010/2011,0,1,Germany 1. Bundesliga,856993
2010/2011,0,4,Germany 1. Bundesliga,856995
2010/2011,2,3,Germany 1. Bundesliga,856997
2010/2011,1,2,Germany 1. Bundesliga,856999
2010/2011,3,2,Germany 1. Bundesliga,857002
2010/2011,1,3,Germany 1. Bundesliga,857005
2010/2011,1,1,Germany 1. Bundesliga,857007
2010/2011,4,1,Germany 1. Bundesliga,857012
2010/2011,3,0,Germany 1. Bundesliga,857015
2010/2011,4,1,Germany 1. Bundesliga,857017
2010/2011,4,2,Germany 1. Bundesliga,857019
2010/2011,3,0,Germany 1. Bundesliga,857021
2010/2011,2,2,Germany 1. Bundesliga,857022
2010/2011,1,1,Germany 1. Bundesliga,857024
2010/2011,3,0,Germany 1. Bundesliga,857026
2010/2011,5,0,Germany 1. Bundesliga,857027
2010/2011,2,0,Germany 1. Bundesliga,857032
2010/2011,3,2,Germany 1. Bundesliga,857033
2010/2011,1,1,Germany 1. Bundesliga,857035
2010/2011,0,0,Germany 1. Bundesliga,857036
2010/2011,2,1,Germany 1. Bundesliga,857038
2010/2011,1,2,Germany 1. Bundesliga,857040
2010/2011,1,0,Germany 1. Bundesliga,857042
2010/2011,0,2,Germany 1. Bundesliga,857043
2010/2011,1,0,Germany 1. Bundesliga,857044
2010/2011,3,0,Germany 1. Bundesliga,857045
2010/2011,2,0,Germany 1. Bundesliga,857046
2010/2011,2,4,Germany 1. Bundesliga,857048
2010/2011,0,1,Germany 1. Bundesliga,857050
2010/2011,1,1,Germany 1. Bundesliga,857052
2010/2011,1,0,Germany 1. Bundesliga,857055
2010/2011,3,0,Germany 1. Bundesliga,857058
2010/2011,2,1,Germany 1. Bundesliga,857060
2010/2011,0,0,Germany 1. Bundesliga,857063
2010/2011,3,0,Germany 1. Bundesliga,857072
2010/2011,1,2,Germany 1. Bundesliga,857073
2010/2011,2,2,Germany 1. Bundesliga,857075
2010/2011,3,5,Germany 1. Bundesliga,857078
2010/2011,2,2,Germany 1. Bundesliga,857085
2010/2011,1,0,Germany 1. Bundesliga,857091
2010/2011,1,2,Germany 1. Bundesliga,857093
2010/2011,3,1,Germany 1. Bundesliga,857096
2010/2011,2,4,Germany 1. Bundesliga,857098
2010/2011,0,1,Germany 1. Bundesliga,857100
2010/2011,2,1,Germany 1. Bundesliga,857101
2010/2011,1,3,Germany 1. Bundesliga,857102
2010/2011,1,0,Germany 1. Bundesliga,857106
2010/2011,1,1,Germany 1. Bundesliga,857108
2010/2011,0,3,Germany 1. Bundesliga,857111
2010/2011,0,1,Germany 1. Bundesliga,857114
2010/2011,1,1,Germany 1. Bundesliga,857116
2010/2011,2,2,Germany 1. Bundesliga,857119
2010/2011,5,1,Germany 1. Bundesliga,857135
2010/2011,1,1,Germany 1. Bundesliga,857137
2010/2011,1,0,Germany 1. Bundesliga,857138
2010/2011,0,1,Germany 1. Bundesliga,857139
2010/2011,2,2,Germany 1. Bundesliga,857140
2010/2011,1,3,Germany 1. Bundesliga,857141
2010/2011,3,0,Germany 1. Bundesliga,857143
2010/2011,1,1,Germany 1. Bundesliga,857145
2010/2011,0,1,Germany 1. Bundesliga,857147
2010/2011,1,2,Germany 1. Bundesliga,856883
2010/2011,4,2,Germany 1. Bundesliga,856884
2010/2011,3,6,Germany 1. Bundesliga,856885
2010/2011,1,3,Germany 1. Bundesliga,856886
2010/2011,3,4,Germany 1. Bundesliga,856887
2010/2011,1,3,Germany 1. Bundesliga,856888
2010/2011,1,2,Germany 1. Bundesliga,856889
2010/2011,2,0,Germany 1. Bundesliga,856890
2010/2011,0,1,Germany 1. Bundesliga,856891
2010/2011,0,1,Germany 1. Bundesliga,857150
2010/2011,1,3,Germany 1. Bundesliga,857152
2010/2011,2,0,Germany 1. Bundesliga,857155
2010/2011,0,1,Germany 1. Bundesliga,857159
2010/2011,0,3,Germany 1. Bundesliga,857162
2010/2011,0,1,Germany 1. Bundesliga,857164
2010/2011,2,0,Germany 1. Bundesliga,857166
2010/2011,0,1,Germany 1. Bundesliga,857170
